OFTIC,CNAME,PENDS,MEASURE,PDICITY,ANNDATS_x,VALUE,Quarter,Year,ALYSNAM,VALUE_ANALYST,AMASKCD,ANNDATS_y
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,MEEHAN             J,85.0,180911,2020-01-07
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,LEONARD            D,100.0,109728,2020-01-08
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,COUILLARD          B,100.0,138700,2020-01-09
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,BEUCHAW            S,98.0,147830,2020-01-23
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,DE BRUIN           D,92.0,86687,2020-01-27
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,MUKEN              R,89.0,112085,2020-02-18
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,SOUDA              P,95.0,168860,2020-02-18
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,QUIRK              W,96.0,86484,2020-02-18
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,BEUCHAW            S,105.0,147830,2020-02-19
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,DE BRUIN           D,75.0,86687,2020-03-10
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,PETERSON           T,85.0,107607,2020-03-13
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,BEUCHAW            S,76.0,147830,2020-03-18
A,AGILENT,2020-01-31,EPS,QTR,2020-02-18,0.81,2020Q1,2020,MEEHAN             J,76.0,180911,2020-03-26
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,MEEHAN             J,85.0,180911,2020-01-07
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,LEONARD            D,100.0,109728,2020-01-08
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,COUILLARD          B,100.0,138700,2020-01-09
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,BEUCHAW            S,98.0,147830,2020-01-23
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,DE BRUIN           D,92.0,86687,2020-01-27
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,MUKEN              R,89.0,112085,2020-02-18
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,SOUDA              P,95.0,168860,2020-02-18
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,QUIRK              W,96.0,86484,2020-02-18
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,BEUCHAW            S,105.0,147830,2020-02-19
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,DE BRUIN           D,75.0,86687,2020-03-10
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,PETERSON           T,85.0,107607,2020-03-13
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,BEUCHAW            S,76.0,147830,2020-03-18
A,AGILENT,2020-01-31,GPS,QTR,2020-02-18,0.63,2020Q1,2020,MEEHAN             J,76.0,180911,2020-03-26
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,MEEHAN             J,85.0,180911,2020-01-07
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,LEONARD            D,100.0,109728,2020-01-08
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,COUILLARD          B,100.0,138700,2020-01-09
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,BEUCHAW            S,98.0,147830,2020-01-23
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,DE BRUIN           D,92.0,86687,2020-01-27
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,MUKEN              R,89.0,112085,2020-02-18
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,SOUDA              P,95.0,168860,2020-02-18
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,QUIRK              W,96.0,86484,2020-02-18
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,BEUCHAW            S,105.0,147830,2020-02-19
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,DE BRUIN           D,75.0,86687,2020-03-10
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,PETERSON           T,85.0,107607,2020-03-13
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,BEUCHAW            S,76.0,147830,2020-03-18
A,AGILENT,2020-01-31,GRM,QTR,2020-02-18,55.7,2020Q1,2020,MEEHAN             J,76.0,180911,2020-03-26
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,MEEHAN             J,85.0,180911,2020-01-07
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,LEONARD            D,100.0,109728,2020-01-08
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,COUILLARD          B,100.0,138700,2020-01-09
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,BEUCHAW            S,98.0,147830,2020-01-23
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,DE BRUIN           D,92.0,86687,2020-01-27
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,MUKEN              R,89.0,112085,2020-02-18
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,SOUDA              P,95.0,168860,2020-02-18
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,QUIRK              W,96.0,86484,2020-02-18
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,BEUCHAW            S,105.0,147830,2020-02-19
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,DE BRUIN           D,75.0,86687,2020-03-10
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,PETERSON           T,85.0,107607,2020-03-13
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,BEUCHAW            S,76.0,147830,2020-03-18
A,AGILENT,2020-01-31,NAV,QTR,2020-02-18,4848.0,2020Q1,2020,MEEHAN             J,76.0,180911,2020-03-26
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,MEEHAN             J,85.0,180911,2020-01-07
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,LEONARD            D,100.0,109728,2020-01-08
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,COUILLARD          B,100.0,138700,2020-01-09
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,BEUCHAW            S,98.0,147830,2020-01-23
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,DE BRUIN           D,92.0,86687,2020-01-27
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,MUKEN              R,89.0,112085,2020-02-18
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,SOUDA              P,95.0,168860,2020-02-18
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,QUIRK              W,96.0,86484,2020-02-18
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,BEUCHAW            S,105.0,147830,2020-02-19
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,DE BRUIN           D,75.0,86687,2020-03-10
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,PETERSON           T,85.0,107607,2020-03-13
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,BEUCHAW            S,76.0,147830,2020-03-18
A,AGILENT,2020-01-31,NDT,QTR,2020-02-18,1236.0,2020Q1,2020,MEEHAN             J,76.0,180911,2020-03-26
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,MEEHAN             J,85.0,180911,2020-01-07
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,LEONARD            D,100.0,109728,2020-01-08
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,COUILLARD          B,100.0,138700,2020-01-09
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,BEUCHAW            S,98.0,147830,2020-01-23
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,DE BRUIN           D,92.0,86687,2020-01-27
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,MUKEN              R,89.0,112085,2020-02-18
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,SOUDA              P,95.0,168860,2020-02-18
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,QUIRK              W,96.0,86484,2020-02-18
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,BEUCHAW            S,105.0,147830,2020-02-19
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,DE BRUIN           D,75.0,86687,2020-03-10
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,PETERSON           T,85.0,107607,2020-03-13
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,BEUCHAW            S,76.0,147830,2020-03-18
A,AGILENT,2020-01-31,NET,QTR,2020-02-18,252.0,2020Q1,2020,MEEHAN             J,76.0,180911,2020-03-26
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,MEEHAN             J,85.0,180911,2020-01-07
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,LEONARD            D,100.0,109728,2020-01-08
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,COUILLARD          B,100.0,138700,2020-01-09
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,BEUCHAW            S,98.0,147830,2020-01-23
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,DE BRUIN           D,92.0,86687,2020-01-27
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,MUKEN              R,89.0,112085,2020-02-18
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,SOUDA              P,95.0,168860,2020-02-18
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,QUIRK              W,96.0,86484,2020-02-18
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,BEUCHAW            S,105.0,147830,2020-02-19
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,DE BRUIN           D,75.0,86687,2020-03-10
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,PETERSON           T,85.0,107607,2020-03-13
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,BEUCHAW            S,76.0,147830,2020-03-18
A,AGILENT,2020-01-31,PRE,QTR,2020-02-18,299.0,2020Q1,2020,MEEHAN             J,76.0,180911,2020-03-26
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,MEEHAN             J,85.0,180911,2020-01-07
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,LEONARD            D,100.0,109728,2020-01-08
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,COUILLARD          B,100.0,138700,2020-01-09
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,BEUCHAW            S,98.0,147830,2020-01-23
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,DE BRUIN           D,92.0,86687,2020-01-27
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,MUKEN              R,89.0,112085,2020-02-18
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,SOUDA              P,95.0,168860,2020-02-18
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,QUIRK              W,96.0,86484,2020-02-18
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,BEUCHAW            S,105.0,147830,2020-02-19
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,DE BRUIN           D,75.0,86687,2020-03-10
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,PETERSON           T,85.0,107607,2020-03-13
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,BEUCHAW            S,76.0,147830,2020-03-18
A,AGILENT,2020-01-31,ROE,QTR,2020-02-18,21.01,2020Q1,2020,MEEHAN             J,76.0,180911,2020-03-26
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,MEEHAN             J,85.0,180911,2020-01-07
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,LEONARD            D,100.0,109728,2020-01-08
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,COUILLARD          B,100.0,138700,2020-01-09
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,BEUCHAW            S,98.0,147830,2020-01-23
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,DE BRUIN           D,92.0,86687,2020-01-27
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,MUKEN              R,89.0,112085,2020-02-18
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,SOUDA              P,95.0,168860,2020-02-18
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,QUIRK              W,96.0,86484,2020-02-18
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,BEUCHAW            S,105.0,147830,2020-02-19
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,DE BRUIN           D,75.0,86687,2020-03-10
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,PETERSON           T,85.0,107607,2020-03-13
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,BEUCHAW            S,76.0,147830,2020-03-18
A,AGILENT,2020-01-31,SAL,QTR,2020-02-18,1357.0,2020Q1,2020,MEEHAN             J,76.0,180911,2020-03-26
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,BEUCHAW            S,81.0,147830,2020-04-01
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,DE BRUIN           D,74.0,86687,2020-04-02
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,ARIAS              D,73.0,143937,2020-04-02
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,LEONARD            D,82.0,109728,2020-04-02
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,KUMAR              V,83.0,150020,2020-04-09
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,SOUDA              P,90.0,168860,2020-04-13
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,COUILLARD          B,92.0,138700,2020-04-21
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,BEUCHAW            S,83.0,147830,2020-05-20
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,KUMAR              V,87.0,150020,2020-05-21
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,DE BRUIN           D,88.0,86687,2020-05-21
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,ARIAS              D,85.0,143937,2020-05-21
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,PETERSON           T,90.0,107607,2020-05-21
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,SOUDA              P,95.0,168860,2020-05-21
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,KNIGHT             P,90.0,20376,2020-05-22
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,COUILLARD          B,95.0,138700,2020-05-22
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,LEONARD            D,95.0,109728,2020-05-22
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,BEUCHAW            S,101.0,147830,2020-06-12
A,AGILENT,2020-04-30,BPS,QTR,2020-05-21,15.48,2020Q2,2020,LEONARD            D,100.0,109728,2020-06-15
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,BEUCHAW            S,81.0,147830,2020-04-01
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,DE BRUIN           D,74.0,86687,2020-04-02
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,ARIAS              D,73.0,143937,2020-04-02
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,LEONARD            D,82.0,109728,2020-04-02
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,KUMAR              V,83.0,150020,2020-04-09
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,SOUDA              P,90.0,168860,2020-04-13
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,COUILLARD          B,92.0,138700,2020-04-21
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,BEUCHAW            S,83.0,147830,2020-05-20
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,KUMAR              V,87.0,150020,2020-05-21
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,DE BRUIN           D,88.0,86687,2020-05-21
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,ARIAS              D,85.0,143937,2020-05-21
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,PETERSON           T,90.0,107607,2020-05-21
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,SOUDA              P,95.0,168860,2020-05-21
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,KNIGHT             P,90.0,20376,2020-05-22
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,COUILLARD          B,95.0,138700,2020-05-22
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,LEONARD            D,95.0,109728,2020-05-22
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,BEUCHAW            S,101.0,147830,2020-06-12
A,AGILENT,2020-04-30,CPS,QTR,2020-05-21,1.0,2020Q2,2020,LEONARD            D,100.0,109728,2020-06-15
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,BEUCHAW            S,81.0,147830,2020-04-01
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,DE BRUIN           D,74.0,86687,2020-04-02
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,ARIAS              D,73.0,143937,2020-04-02
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,LEONARD            D,82.0,109728,2020-04-02
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,KUMAR              V,83.0,150020,2020-04-09
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,SOUDA              P,90.0,168860,2020-04-13
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,COUILLARD          B,92.0,138700,2020-04-21
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,BEUCHAW            S,83.0,147830,2020-05-20
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,KUMAR              V,87.0,150020,2020-05-21
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,DE BRUIN           D,88.0,86687,2020-05-21
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,ARIAS              D,85.0,143937,2020-05-21
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,PETERSON           T,90.0,107607,2020-05-21
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,SOUDA              P,95.0,168860,2020-05-21
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,KNIGHT             P,90.0,20376,2020-05-22
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,COUILLARD          B,95.0,138700,2020-05-22
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,LEONARD            D,95.0,109728,2020-05-22
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,BEUCHAW            S,101.0,147830,2020-06-12
A,AGILENT,2020-04-30,CPX,QTR,2020-05-21,33.0,2020Q2,2020,LEONARD            D,100.0,109728,2020-06-15
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,BEUCHAW            S,81.0,147830,2020-04-01
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,DE BRUIN           D,74.0,86687,2020-04-02
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,ARIAS              D,73.0,143937,2020-04-02
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,LEONARD            D,82.0,109728,2020-04-02
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,KUMAR              V,83.0,150020,2020-04-09
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,SOUDA              P,90.0,168860,2020-04-13
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,COUILLARD          B,92.0,138700,2020-04-21
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,BEUCHAW            S,83.0,147830,2020-05-20
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,KUMAR              V,87.0,150020,2020-05-21
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,DE BRUIN           D,88.0,86687,2020-05-21
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,ARIAS              D,85.0,143937,2020-05-21
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,PETERSON           T,90.0,107607,2020-05-21
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,SOUDA              P,95.0,168860,2020-05-21
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,KNIGHT             P,90.0,20376,2020-05-22
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,COUILLARD          B,95.0,138700,2020-05-22
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,LEONARD            D,95.0,109728,2020-05-22
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,BEUCHAW            S,101.0,147830,2020-06-12
A,AGILENT,2020-04-30,DPS,QTR,2020-05-21,0.18,2020Q2,2020,LEONARD            D,100.0,109728,2020-06-15
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,BEUCHAW            S,81.0,147830,2020-04-01
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,DE BRUIN           D,74.0,86687,2020-04-02
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,ARIAS              D,73.0,143937,2020-04-02
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,LEONARD            D,82.0,109728,2020-04-02
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,KUMAR              V,83.0,150020,2020-04-09
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,SOUDA              P,90.0,168860,2020-04-13
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,COUILLARD          B,92.0,138700,2020-04-21
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,BEUCHAW            S,83.0,147830,2020-05-20
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,KUMAR              V,87.0,150020,2020-05-21
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,DE BRUIN           D,88.0,86687,2020-05-21
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,ARIAS              D,85.0,143937,2020-05-21
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,PETERSON           T,90.0,107607,2020-05-21
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,SOUDA              P,95.0,168860,2020-05-21
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,KNIGHT             P,90.0,20376,2020-05-22
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,COUILLARD          B,95.0,138700,2020-05-22
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,LEONARD            D,95.0,109728,2020-05-22
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,BEUCHAW            S,101.0,147830,2020-06-12
A,AGILENT,2020-04-30,EBI,QTR,2020-05-21,273.0,2020Q2,2020,LEONARD            D,100.0,109728,2020-06-15
A,AGILENT,2020-04-30,EBS,QTR,2020-05-21,1.1233333333333333,2020Q2,2020,BEUCHAW            S,81.0,147830,2020-04-01
A,AGILENT,2020-04-30,EBS,QTR,2020-05-21,1.1233333333333333,2020Q2,2020,DE BRUIN           D,74.0,86687,2020-04-02
A,AGILENT,2020-04-30,EBS,QTR,2020-05-21,1.1233333333333333,2020Q2,2020,ARIAS              D,73.0,143937,2020-04-02
